Army
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
InfantryUnit,Footman,100,15,10,1,85,20,135
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
RangedUnit,Ranged,100,15,8,3,65,15,150
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CavalryUnit,Raider,100,20,12,2,70,25,145
CommanderUnit,King,100,25,15,1,90,25,175
