Army
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145
InfantryUnit,Infantry,100,12,10,2,80,20,145



